,0,Dataset,Epsilon,Image,Network,Result,TotalTime,Unnamed: 0,Unnamed: 0.1,Verifier,instance,score,solved,solved_bool
86144,,,0.005,74.0,convMedGSIGMOID__PGDK_w_0.0078.onnx,unsat,30.049,3574.0,,eran,74.0 convMedGSIGMOID__PGDK_w_0.0078.onnx 0.005,1,1,True
86139,,,0.004,74.0,convMedGSIGMOID__PGDK_w_0.0078.onnx,unsat,8.582,3574.0,,eran,74.0 convMedGSIGMOID__PGDK_w_0.0078.onnx 0.004,1,1,True
85353,,,0.04,73.0,ffnnSIGMOID__Point_6_500.onnx,unsat,0.32,973.0,,eran,73.0 ffnnSIGMOID__Point_6_500.onnx 0.04,1,1,True
85352,,,0.03,73.0,ffnnSIGMOID__Point_6_500.onnx,unsat,0.327,973.0,,eran,73.0 ffnnSIGMOID__Point_6_500.onnx 0.03,1,1,True
85348,,,0.025,73.0,ffnnSIGMOID__Point_6_500.onnx,unsat,0.321,973.0,,eran,73.0 ffnnSIGMOID__Point_6_500.onnx 0.025,1,1,True
85345,,,0.02,73.0,ffnnSIGMOID__Point_6_500.onnx,unsat,0.316,973.0,,eran,73.0 ffnnSIGMOID__Point_6_500.onnx 0.02,1,1,True
86179,,,0.012,74.0,convMedGSIGMOID__PGDK_w_0.0313.onnx,unsat,0.261,474.0,,eran,74.0 convMedGSIGMOID__PGDK_w_0.0313.onnx 0.012,1,1,True
86185,,,0.025,74.0,convMedGSIGMOID__PGDK_w_0.0313.onnx,unsat,0.262,474.0,,eran,74.0 convMedGSIGMOID__PGDK_w_0.0313.onnx 0.025,1,1,True
86485,,,0.03,74.0,ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx,unsat,59.075,3374.0,,eran,74.0 ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx 0.03,1,1,True
86189,,,0.03,74.0,convMedGSIGMOID__PGDK_w_0.0313.onnx,unsat,0.265,474.0,,eran,74.0 convMedGSIGMOID__PGDK_w_0.0313.onnx 0.03,1,1,True
86483,,,0.025,74.0,ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx,unsat,58.928,3374.0,,eran,74.0 ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx 0.025,1,1,True
86480,,,0.02,74.0,ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx,unsat,59.016,3374.0,,eran,74.0 ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx 0.02,1,1,True
86477,,,0.012,74.0,ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx,unsat,58.959,3374.0,,eran,74.0 ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx 0.012,1,1,True
86474,,,0.01,74.0,ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx,unsat,59.353,3374.0,,eran,74.0 ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx 0.01,1,1,True
86469,,,0.008,74.0,ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx,unsat,59.203,3374.0,,eran,74.0 ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx 0.008,1,1,True
86467,,,0.005,74.0,ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx,unsat,59.084,3374.0,,eran,74.0 ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx 0.005,1,1,True
86465,,,0.004,74.0,ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx,unsat,59.576,3374.0,,eran,74.0 ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx 0.004,1,1,True
86218,,,0.04,74.0,convMedGSIGMOID__Point.onnx,unsat,0.249,574.0,,eran,74.0 convMedGSIGMOID__Point.onnx 0.04,1,1,True
86216,,,0.03,74.0,convMedGSIGMOID__Point.onnx,unsat,0.261,574.0,,eran,74.0 convMedGSIGMOID__Point.onnx 0.03,1,1,True
86212,,,0.025,74.0,convMedGSIGMOID__Point.onnx,unsat,0.252,574.0,,eran,74.0 convMedGSIGMOID__Point.onnx 0.025,1,1,True
86208,,,0.02,74.0,convMedGSIGMOID__Point.onnx,unsat,0.248,574.0,,eran,74.0 convMedGSIGMOID__Point.onnx 0.02,1,1,True
86205,,,0.012,74.0,convMedGSIGMOID__Point.onnx,unsat,0.246,574.0,,eran,74.0 convMedGSIGMOID__Point.onnx 0.012,1,1,True
86203,,,0.01,74.0,convMedGSIGMOID__Point.onnx,unsat,0.239,574.0,,eran,74.0 convMedGSIGMOID__Point.onnx 0.01,1,1,True
86199,,,0.008,74.0,convMedGSIGMOID__Point.onnx,unsat,0.243,574.0,,eran,74.0 convMedGSIGMOID__Point.onnx 0.008,1,1,True
86197,,,0.005,74.0,convMedGSIGMOID__Point.onnx,unsat,0.242,574.0,,eran,74.0 convMedGSIGMOID__Point.onnx 0.005,1,1,True
86193,,,0.004,74.0,convMedGSIGMOID__Point.onnx,unsat,0.237,574.0,,eran,74.0 convMedGSIGMOID__Point.onnx 0.004,1,1,True
86190,,,0.04,74.0,convMedGSIGMOID__PGDK_w_0.0313.onnx,unsat,0.264,474.0,,eran,74.0 convMedGSIGMOID__PGDK_w_0.0313.onnx 0.04,1,1,True
87398,,,0.02,75.0,convMedGSIGMOID__Point.onnx,unsat,0.219,575.0,,eran,75.0 convMedGSIGMOID__Point.onnx 0.02,1,1,True
87399,,,0.025,75.0,convMedGSIGMOID__Point.onnx,unsat,0.22,575.0,,eran,75.0 convMedGSIGMOID__Point.onnx 0.025,1,1,True
87404,,,0.03,75.0,convMedGSIGMOID__Point.onnx,unsat,0.222,575.0,,eran,75.0 convMedGSIGMOID__Point.onnx 0.03,1,1,True
88858,,,0.025,76.0,ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx,unsat,0.267,3376.0,,eran,76.0 ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx 0.025,1,1,True
88853,,,0.012,76.0,ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx,unsat,0.27,3376.0,,eran,76.0 ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx 0.012,1,1,True
88849,,,0.01,76.0,ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx,unsat,0.269,3376.0,,eran,76.0 ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx 0.01,1,1,True
88845,,,0.008,76.0,ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx,unsat,0.272,3376.0,,eran,76.0 ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx 0.008,1,1,True
88844,,,0.005,76.0,ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx,unsat,0.27,3376.0,,eran,76.0 ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx 0.005,1,1,True
88839,,,0.004,76.0,ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx,unsat,0.267,3376.0,,eran,76.0 ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx 0.004,1,1,True
88594,,,0.04,76.0,convMedGSIGMOID__Point.onnx,unsat,29.963,576.0,,eran,76.0 convMedGSIGMOID__Point.onnx 0.04,1,1,True
88591,,,0.03,76.0,convMedGSIGMOID__Point.onnx,unsat,29.79,576.0,,eran,76.0 convMedGSIGMOID__Point.onnx 0.03,1,1,True
88587,,,0.025,76.0,convMedGSIGMOID__Point.onnx,unsat,29.908,576.0,,eran,76.0 convMedGSIGMOID__Point.onnx 0.025,1,1,True
88584,,,0.02,76.0,convMedGSIGMOID__Point.onnx,unsat,29.327,576.0,,eran,76.0 convMedGSIGMOID__Point.onnx 0.02,1,1,True
88582,,,0.012,76.0,convMedGSIGMOID__Point.onnx,unsat,29.884,576.0,,eran,76.0 convMedGSIGMOID__Point.onnx 0.012,1,1,True
88578,,,0.01,76.0,convMedGSIGMOID__Point.onnx,unsat,30.289,576.0,,eran,76.0 convMedGSIGMOID__Point.onnx 0.01,1,1,True
88575,,,0.008,76.0,convMedGSIGMOID__Point.onnx,unsat,8.405,576.0,,eran,76.0 convMedGSIGMOID__Point.onnx 0.008,1,1,True
88572,,,0.005,76.0,convMedGSIGMOID__Point.onnx,unsat,8.642,576.0,,eran,76.0 convMedGSIGMOID__Point.onnx 0.005,1,1,True
88569,,,0.004,76.0,convMedGSIGMOID__Point.onnx,unsat,8.536,576.0,,eran,76.0 convMedGSIGMOID__Point.onnx 0.004,1,1,True
88566,,,0.04,76.0,convMedGSIGMOID__PGDK_w_0.0313.onnx,unsat,29.84,476.0,,eran,76.0 convMedGSIGMOID__PGDK_w_0.0313.onnx 0.04,1,1,True
88564,,,0.03,76.0,convMedGSIGMOID__PGDK_w_0.0313.onnx,unsat,29.848,476.0,,eran,76.0 convMedGSIGMOID__PGDK_w_0.0313.onnx 0.03,1,1,True
88560,,,0.025,76.0,convMedGSIGMOID__PGDK_w_0.0313.onnx,unsat,29.688,476.0,,eran,76.0 convMedGSIGMOID__PGDK_w_0.0313.onnx 0.025,1,1,True
88856,,,0.02,76.0,ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx,unsat,0.275,3376.0,,eran,76.0 ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx 0.02,1,1,True
88862,,,0.03,76.0,ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx,unsat,0.275,3376.0,,eran,76.0 ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx 0.03,1,1,True
88556,,,0.012,76.0,convMedGSIGMOID__PGDK_w_0.0313.onnx,unsat,8.685,476.0,,eran,76.0 convMedGSIGMOID__PGDK_w_0.0313.onnx 0.012,1,1,True
88865,,,0.04,76.0,ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx,unsat,0.271,3376.0,,eran,76.0 ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx 0.04,1,1,True
88914,,,0.03,76.0,ffnnSIGMOID__Point_6_500.onnx,unsat,0.32,976.0,,eran,76.0 ffnnSIGMOID__Point_6_500.onnx 0.03,1,1,True
88913,,,0.025,76.0,ffnnSIGMOID__Point_6_500.onnx,unsat,0.321,976.0,,eran,76.0 ffnnSIGMOID__Point_6_500.onnx 0.025,1,1,True
88910,,,0.02,76.0,ffnnSIGMOID__Point_6_500.onnx,unsat,0.299,976.0,,eran,76.0 ffnnSIGMOID__Point_6_500.onnx 0.02,1,1,True
88906,,,0.012,76.0,ffnnSIGMOID__Point_6_500.onnx,unsat,0.309,976.0,,eran,76.0 ffnnSIGMOID__Point_6_500.onnx 0.012,1,1,True
88902,,,0.01,76.0,ffnnSIGMOID__Point_6_500.onnx,unsat,0.3,976.0,,eran,76.0 ffnnSIGMOID__Point_6_500.onnx 0.01,1,1,True
88900,,,0.008,76.0,ffnnSIGMOID__Point_6_500.onnx,unsat,0.3,976.0,,eran,76.0 ffnnSIGMOID__Point_6_500.onnx 0.008,1,1,True
88898,,,0.005,76.0,ffnnSIGMOID__Point_6_500.onnx,unsat,0.307,976.0,,eran,76.0 ffnnSIGMOID__Point_6_500.onnx 0.005,1,1,True
88893,,,0.004,76.0,ffnnSIGMOID__Point_6_500.onnx,unsat,0.323,976.0,,eran,76.0 ffnnSIGMOID__Point_6_500.onnx 0.004,1,1,True
88892,,,0.04,76.0,ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx,unsat,0.217,2176.0,,eran,76.0 ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx 0.04,1,1,True
88888,,,0.03,76.0,ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx,unsat,0.209,2176.0,,eran,76.0 ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx 0.03,1,1,True
88886,,,0.025,76.0,ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx,unsat,0.212,2176.0,,eran,76.0 ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx 0.025,1,1,True
88883,,,0.02,76.0,ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx,unsat,0.214,2176.0,,eran,76.0 ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx 0.02,1,1,True
88880,,,0.012,76.0,ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx,unsat,0.212,2176.0,,eran,76.0 ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx 0.012,1,1,True
88875,,,0.01,76.0,ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx,unsat,0.205,2176.0,,eran,76.0 ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx 0.01,1,1,True
88872,,,0.008,76.0,ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx,unsat,0.209,2176.0,,eran,76.0 ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx 0.008,1,1,True
88869,,,0.005,76.0,ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx,unsat,0.21,2176.0,,eran,76.0 ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx 0.005,1,1,True
88866,,,0.004,76.0,ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx,unsat,0.197,2176.0,,eran,76.0 ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx 0.004,1,1,True
88557,,,0.02,76.0,convMedGSIGMOID__PGDK_w_0.0313.onnx,unsat,29.892,476.0,,eran,76.0 convMedGSIGMOID__PGDK_w_0.0313.onnx 0.02,1,1,True
88553,,,0.01,76.0,convMedGSIGMOID__PGDK_w_0.0313.onnx,unsat,8.541,476.0,,eran,76.0 convMedGSIGMOID__PGDK_w_0.0313.onnx 0.01,1,1,True
87407,,,0.04,75.0,convMedGSIGMOID__Point.onnx,unsat,0.223,575.0,,eran,75.0 convMedGSIGMOID__Point.onnx 0.04,1,1,True
87705,,,0.004,75.0,ffnnSIGMOID__Point_6_500.onnx,unsat,59.312,975.0,,eran,75.0 ffnnSIGMOID__Point_6_500.onnx 0.004,1,1,True
87699,,,0.03,75.0,ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx,unsat,0.142,2175.0,,eran,75.0 ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx 0.03,1,1,True
87696,,,0.025,75.0,ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx,unsat,0.138,2175.0,,eran,75.0 ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx 0.025,1,1,True
87693,,,0.02,75.0,ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx,unsat,0.136,2175.0,,eran,75.0 ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx 0.02,1,1,True
87692,,,0.012,75.0,ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx,unsat,0.133,2175.0,,eran,75.0 ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx 0.012,1,1,True
87689,,,0.01,75.0,ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx,unsat,0.127,2175.0,,eran,75.0 ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx 0.01,1,1,True
87686,,,0.008,75.0,ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx,unsat,0.132,2175.0,,eran,75.0 ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx 0.008,1,1,True
87683,,,0.005,75.0,ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx,unsat,0.138,2175.0,,eran,75.0 ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx 0.005,1,1,True
87680,,,0.004,75.0,ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx,unsat,0.12,2175.0,,eran,75.0 ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx 0.004,1,1,True
87677,,,0.04,75.0,ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx,unsat,0.2,3375.0,,eran,75.0 ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx 0.04,1,1,True
87672,,,0.03,75.0,ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx,unsat,0.206,3375.0,,eran,75.0 ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx 0.03,1,1,True
87670,,,0.025,75.0,ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx,unsat,0.204,3375.0,,eran,75.0 ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx 0.025,1,1,True
87667,,,0.02,75.0,ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx,unsat,0.213,3375.0,,eran,75.0 ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx 0.02,1,1,True
87663,,,0.012,75.0,ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx,unsat,0.207,3375.0,,eran,75.0 ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx 0.012,1,1,True
87661,,,0.01,75.0,ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx,unsat,0.205,3375.0,,eran,75.0 ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx 0.01,1,1,True
87659,,,0.008,75.0,ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx,unsat,0.206,3375.0,,eran,75.0 ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx 0.008,1,1,True
87654,,,0.005,75.0,ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx,unsat,0.201,3375.0,,eran,75.0 ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx 0.005,1,1,True
87651,,,0.004,75.0,ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx,unsat,0.197,3375.0,,eran,75.0 ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx 0.004,1,1,True
87702,,,0.04,75.0,ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx,unsat,0.137,2175.0,,eran,75.0 ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx 0.04,1,1,True
87708,,,0.005,75.0,ffnnSIGMOID__Point_6_500.onnx,unsat,58.965,975.0,,eran,75.0 ffnnSIGMOID__Point_6_500.onnx 0.005,1,1,True
88549,,,0.008,76.0,convMedGSIGMOID__PGDK_w_0.0313.onnx,unsat,8.352,476.0,,eran,76.0 convMedGSIGMOID__PGDK_w_0.0313.onnx 0.008,1,1,True
87711,,,0.008,75.0,ffnnSIGMOID__Point_6_500.onnx,unsat,58.603,975.0,,eran,75.0 ffnnSIGMOID__Point_6_500.onnx 0.008,1,1,True
88547,,,0.005,76.0,convMedGSIGMOID__PGDK_w_0.0313.onnx,unsat,8.629,476.0,,eran,76.0 convMedGSIGMOID__PGDK_w_0.0313.onnx 0.005,1,1,True
88543,,,0.004,76.0,convMedGSIGMOID__PGDK_w_0.0313.onnx,unsat,8.408,476.0,,eran,76.0 convMedGSIGMOID__PGDK_w_0.0313.onnx 0.004,1,1,True
88541,,,0.04,76.0,convMedGSIGMOID__PGDK_w_0.0078.onnx,unsat,30.252,3576.0,,eran,76.0 convMedGSIGMOID__PGDK_w_0.0078.onnx 0.04,1,1,True
88537,,,0.03,76.0,convMedGSIGMOID__PGDK_w_0.0078.onnx,unsat,29.998,3576.0,,eran,76.0 convMedGSIGMOID__PGDK_w_0.0078.onnx 0.03,1,1,True
88533,,,0.025,76.0,convMedGSIGMOID__PGDK_w_0.0078.onnx,unsat,29.753,3576.0,,eran,76.0 convMedGSIGMOID__PGDK_w_0.0078.onnx 0.025,1,1,True
88530,,,0.02,76.0,convMedGSIGMOID__PGDK_w_0.0078.onnx,unsat,30.233,3576.0,,eran,76.0 convMedGSIGMOID__PGDK_w_0.0078.onnx 0.02,1,1,True
88528,,,0.012,76.0,convMedGSIGMOID__PGDK_w_0.0078.onnx,unsat,8.575,3576.0,,eran,76.0 convMedGSIGMOID__PGDK_w_0.0078.onnx 0.012,1,1,True
88526,,,0.01,76.0,convMedGSIGMOID__PGDK_w_0.0078.onnx,unsat,8.614,3576.0,,eran,76.0 convMedGSIGMOID__PGDK_w_0.0078.onnx 0.01,1,1,True
88522,,,0.008,76.0,convMedGSIGMOID__PGDK_w_0.0078.onnx,unsat,8.417,3576.0,,eran,76.0 convMedGSIGMOID__PGDK_w_0.0078.onnx 0.008,1,1,True
88518,,,0.005,76.0,convMedGSIGMOID__PGDK_w_0.0078.onnx,unsat,8.561,3576.0,,eran,76.0 convMedGSIGMOID__PGDK_w_0.0078.onnx 0.005,1,1,True
88517,,,0.004,76.0,convMedGSIGMOID__PGDK_w_0.0078.onnx,unsat,8.597,3576.0,,eran,76.0 convMedGSIGMOID__PGDK_w_0.0078.onnx 0.004,1,1,True
87730,,,0.04,75.0,ffnnSIGMOID__Point_6_500.onnx,unsat,58.822,975.0,,eran,75.0 ffnnSIGMOID__Point_6_500.onnx 0.04,1,1,True
87728,,,0.03,75.0,ffnnSIGMOID__Point_6_500.onnx,unsat,59.279,975.0,,eran,75.0 ffnnSIGMOID__Point_6_500.onnx 0.03,1,1,True
87723,,,0.025,75.0,ffnnSIGMOID__Point_6_500.onnx,unsat,59.319,975.0,,eran,75.0 ffnnSIGMOID__Point_6_500.onnx 0.025,1,1,True
87722,,,0.02,75.0,ffnnSIGMOID__Point_6_500.onnx,unsat,58.411,975.0,,eran,75.0 ffnnSIGMOID__Point_6_500.onnx 0.02,1,1,True
87717,,,0.012,75.0,ffnnSIGMOID__Point_6_500.onnx,unsat,59.2,975.0,,eran,75.0 ffnnSIGMOID__Point_6_500.onnx 0.012,1,1,True
87714,,,0.01,75.0,ffnnSIGMOID__Point_6_500.onnx,unsat,59.344,975.0,,eran,75.0 ffnnSIGMOID__Point_6_500.onnx 0.01,1,1,True
85342,,,0.012,73.0,ffnnSIGMOID__Point_6_500.onnx,unsat,0.32,973.0,,eran,73.0 ffnnSIGMOID__Point_6_500.onnx 0.012,1,1,True
85336,,,0.008,73.0,ffnnSIGMOID__Point_6_500.onnx,unsat,0.318,973.0,,eran,73.0 ffnnSIGMOID__Point_6_500.onnx 0.008,1,1,True
81756,,,0.025,70.0,ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx,unsat,0.354,2170.0,,eran,70.0 ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx 0.025,1,1,True
82938,,,0.012,71.0,ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx,unsat,0.264,2171.0,,eran,71.0 ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx 0.012,1,1,True
82963,,,0.01,71.0,ffnnSIGMOID__Point_6_500.onnx,unsat,0.402,971.0,,eran,71.0 ffnnSIGMOID__Point_6_500.onnx 0.01,1,1,True
82959,,,0.008,71.0,ffnnSIGMOID__Point_6_500.onnx,unsat,0.401,971.0,,eran,71.0 ffnnSIGMOID__Point_6_500.onnx 0.008,1,1,True
82956,,,0.005,71.0,ffnnSIGMOID__Point_6_500.onnx,unsat,0.411,971.0,,eran,71.0 ffnnSIGMOID__Point_6_500.onnx 0.005,1,1,True
82953,,,0.004,71.0,ffnnSIGMOID__Point_6_500.onnx,unsat,0.417,971.0,,eran,71.0 ffnnSIGMOID__Point_6_500.onnx 0.004,1,1,True
82950,,,0.04,71.0,ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx,unsat,0.26,2171.0,,eran,71.0 ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx 0.04,1,1,True
82949,,,0.03,71.0,ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx,unsat,0.261,2171.0,,eran,71.0 ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx 0.03,1,1,True
82944,,,0.025,71.0,ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx,unsat,0.264,2171.0,,eran,71.0 ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx 0.025,1,1,True
82942,,,0.02,71.0,ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx,unsat,0.264,2171.0,,eran,71.0 ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx 0.02,1,1,True
82935,,,0.01,71.0,ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx,unsat,0.267,2171.0,,eran,71.0 ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx 0.01,1,1,True
85333,,,0.005,73.0,ffnnSIGMOID__Point_6_500.onnx,unsat,0.321,973.0,,eran,73.0 ffnnSIGMOID__Point_6_500.onnx 0.005,1,1,True
82934,,,0.008,71.0,ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx,unsat,0.262,2171.0,,eran,71.0 ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx 0.008,1,1,True
82930,,,0.005,71.0,ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx,unsat,0.261,2171.0,,eran,71.0 ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx 0.005,1,1,True
82928,,,0.004,71.0,ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx,unsat,0.25,2171.0,,eran,71.0 ffnnSIGMOID__PGDK_w_0.0313_6_500.onnx 0.004,1,1,True
82925,,,0.04,71.0,ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx,unsat,0.338,3371.0,,eran,71.0 ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx 0.04,1,1,True
82922,,,0.03,71.0,ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx,unsat,0.352,3371.0,,eran,71.0 ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx 0.03,1,1,True
82917,,,0.025,71.0,ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx,unsat,0.354,3371.0,,eran,71.0 ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx 0.025,1,1,True
82915,,,0.02,71.0,ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx,unsat,0.351,3371.0,,eran,71.0 ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx 0.02,1,1,True
82913,,,0.012,71.0,ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx,unsat,0.35,3371.0,,eran,71.0 ffnnSIGMOID__PGDK_w_0.0078_6_500.onnx 0.012,1,1,True
82965,,,0.012,71.0,ffnnSIGMOID__Point_6_500.onnx,unsat,0.418,971.0,,eran,71.0 ffnnSIGMOID__Point_6_500.onnx 0.012,1,1,True
82968,,,0.02,71.0,ffnnSIGMOID__Point_6_500.onnx,unsat,0.402,971.0,,eran,71.0 ffnnSIGMOID__Point_6_500.onnx 0.02,1,1,True
82973,,,0.025,71.0,ffnnSIGMOID__Point_6_500.onnx,unsat,0.409,971.0,,eran,71.0 ffnnSIGMOID__Point_6_500.onnx 0.025,1,1,True
82974,,,0.03,71.0,ffnnSIGMOID__Point_6_500.onnx,unsat,0.423,971.0,,eran,71.0 ffnnSIGMOID__Point_6_500.onnx 0.03,1,1,True
83809,,,0.025,72.0,convMedGSIGMOID__PGDK_w_0.0313.onnx,unsat,29.968,472.0,,eran,72.0 convMedGSIGMOID__PGDK_w_0.0313.onnx 0.025,1,1,True
83807,,,0.02,72.0,convMedGSIGMOID__PGDK_w_0.0313.onnx,unsat,30.103,472.0,,eran,72.0 convMedGSIGMOID__PGDK_w_0.0313.onnx 0.02,1,1,True
83802,,,0.012,72.0,convMedGSIGMOID__PGDK_w_0.0313.onnx,unsat,8.468,472.0,,eran,72.0 convMedGSIGMOID__PGDK_w_0.0313.onnx 0.012,1,1,True
83801,,,0.01,72.0,convMedGSIGMOID__PGDK_w_0.0313.onnx,unsat,8.393,472.0,,eran,72.0 convMedGSIGMOID__PGDK_w_0.0313.onnx 0.01,1,1,True
83796,,,0.008,72.0,convMedGSIGMOID__PGDK_w_0.0313.onnx,unsat,8.381,472.0,,eran,72.0 convMedGSIGMOID__PGDK_w_0.0313.onnx 0.008,1,1,True
83795,,,0.005,72.0,convMedGSIGMOID__PGDK_w_0.0313.onnx,unsat,8.292,472.0,,eran,72.0 convMedGSIGMOID__PGDK_w_0.0313.onnx 0.005,1,1,True
83791,,,0.004,72.0,convMedGSIGMOID__PGDK_w_0.0313.onnx,unsat,8.477,472.0,,eran,72.0 convMedGSIGMOID__PGDK_w_0.0313.onnx 0.004,1,1,True
83788,,,0.04,72.0,convMedGSIGMOID__PGDK_w_0.0078.onnx,unsat,30.202,3572.0,,eran,72.0 convMedGSIGMOID__PGDK_w_0.0078.onnx 0.04,1,1,True
